Wall time,Step,Value
1711959013.3061738,600,23.23268699645996
1711959471.9449813,1600,25.198955535888672
1711959556.2879834,1900,24.63953971862793
1711959719.2793436,2500,25.42684555053711
1711960043.4787676,3700,27.68001365661621
1711960151.7386138,4100,26.273820877075195
1711960205.9691224,4300,27.30130958557129
1711960260.1571655,4500,26.048974990844727
1711960287.4888773,4600,26.628618240356445
1711960341.9207277,4800,26.37529182434082
1711960504.693846,5400,27.30535316467285
1711960532.19623,5500,26.757774353027344
1711960559.323545,5600,27.098520278930664
1711960586.3961403,5700,27.68011474609375
1711960830.7060404,6600,29.13499641418457
1711960993.3992808,7200,28.594894409179688
1711961020.7228873,7300,29.64456558227539
1711961048.128147,7400,28.4163875579834
1711961075.5980299,7500,27.851749420166016
1711961211.7162778,8000,29.257116317749023
1711961428.6857176,8800,28.056413650512695
1711961618.893898,9500,29.355998992919922
1711961836.1625445,10300,28.753379821777344
1711961917.6482284,10600,30.53338623046875
1711961944.7483065,10700,28.947202682495117
1711962134.8579013,11400,27.815332412719727
1711962270.7676623,11900,28.494239807128906
1711962487.9486258,12700,28.701780319213867
1711962569.4553962,13000,30.170310974121094
1711962596.59575,13100,29.188501358032227
1711962841.1133363,14000,28.76274871826172
1711962895.4713168,14200,28.346078872680664
1711962922.5889773,14300,28.486642837524414
1711963139.9095452,15100,29.194442749023438
1711963275.7528577,15600,29.27191162109375
1711963330.006561,15800,29.344005584716797
1711963357.2155545,15900,29.975971221923828
1711963465.8668656,16300,29.712953567504883
1711963601.5602622,16800,30.41069221496582
1711963628.7871177,16900,30.69245147705078
1711963710.2734377,17200,29.71269416809082
1711963873.0684915,17800,28.567228317260742
1711963900.2890666,17900,29.427169799804688
1711963954.5163856,18100,28.4566593170166
1711964035.9915044,18400,29.915374755859375
1711964090.2891693,18600,30.029279708862305
1711964117.4198053,18700,30.11903953552246
1711964171.7868347,18900,31.19994354248047
1711964226.0796134,19100,29.641456604003906
1711964253.4967005,19200,30.27973175048828
1711964443.9547288,19900,30.87636947631836
1711964661.3984008,20700,31.15279769897461
1711964688.5401309,20800,30.60797119140625
1711964715.7797852,20900,31.498863220214844
1711964824.761912,21300,29.712173461914062
1711965125.5673242,22400,30.40735626220703
1711965288.6355517,23000,28.06023597717285
1711965370.1739793,23300,29.587112426757812
1711965424.6570168,23500,30.20514678955078
1711965506.1376536,23800,29.632070541381836
1711965833.6267774,25000,27.660564422607422
1711965998.2257433,25600,31.38849639892578
1711966134.441526,26100,31.631175994873047
1711966161.7182453,26200,30.09742546081543
1711966215.983142,26400,27.49349594116211
1711966324.5960383,26800,31.45281219482422
1711966433.6514952,27200,30.76386260986328
